,0
累积净值,0.78
年化收益,-27.49%
最大回撤,-67.18%
最大回撤开始时间,2024-12-13 23:00:00
最大回撤结束时间,2025-04-07 06:00:00
年化收益/回撤比,-0.41
盈利周期数,3552.0
亏损周期数,3335.0
胜率,51.57%
每周期平均收益,-0.00%
盈亏收益比,0.94
单周期最大盈利,5.88%
单周期大亏损,-10.73%
最大连续盈利周期数,11.0
最大连续亏损周期数,13.0
收益率标准差,0.85%
