,0
累积净值,1.13
年化收益,16.39%
最大回撤,-14.69%
最大回撤开始时间,2025-04-22 00:00:00
最大回撤结束时间,2025-08-08 01:00:00
年化收益/回撤比,1.12
盈利周期数,3462.0
亏损周期数,3425.0
胜率,50.26%
每周期平均收益,0.00%
盈亏收益比,1.02
单周期最大盈利,4.84%
单周期大亏损,-1.73%
最大连续盈利周期数,12.0
最大连续亏损周期数,9.0
收益率标准差,0.20%
