candle_begin_time,涨跌幅
2024-11-30,-2.29%
2024-12-31,9.98%
2025-01-31,-0.23%
2025-02-28,4.88%
2025-03-31,3.31%
2025-04-30,-0.78%
2025-05-31,-2.67%
2025-06-30,-0.53%
2025-07-31,-0.38%
2025-08-31,1.17%
2025-09-30,0.18%
