,0
累积净值,0.82
年化收益,-21.87%
最大回撤,-67.41%
最大回撤开始时间,2024-12-08 22:00:00
最大回撤结束时间,2025-04-07 06:00:00
年化收益/回撤比,-0.32
盈利周期数,3566.0
亏损周期数,3321.0
胜率,51.77%
每周期平均收益,0.00%
盈亏收益比,0.93
单周期最大盈利,5.80%
单周期大亏损,-10.89%
最大连续盈利周期数,10.0
最大连续亏损周期数,14.0
收益率标准差,0.87%
