candle_begin_time,涨跌幅
2024-11-30,29.62%
2024-12-31,-2.35%
2025-01-31,-10.96%
2025-02-28,-21.17%
2025-03-31,-17.96%
2025-04-30,1.29%
2025-05-31,-7.58%
2025-06-30,-11.47%
2025-07-31,20.51%
2025-08-31,4.42%
2025-09-30,-0.13%
