candle_begin_time,涨跌幅
2024-11-30,31.3%
2024-12-31,-6.23%
2025-01-31,-10.92%
2025-02-28,-19.03%
2025-03-31,-19.75%
2025-04-30,12.47%
2025-05-31,-7.91%
2025-06-30,-10.64%
2025-07-31,20.81%
2025-08-31,6.66%
2025-09-30,-0.41%
