,0
累积净值,0.83
年化收益,-20.83%
最大回撤,-65.38%
最大回撤开始时间,2024-12-08 23:00:00
最大回撤结束时间,2025-04-07 06:00:00
年化收益/回撤比,-0.32
盈利周期数,3567.0
亏损周期数,3320.0
胜率,51.79%
每周期平均收益,0.00%
盈亏收益比,0.93
单周期最大盈利,8.06%
单周期大亏损,-10.57%
最大连续盈利周期数,11.0
最大连续亏损周期数,13.0
收益率标准差,0.89%
