candle_begin_time,涨跌幅
2024-11-30,26.71%
2024-12-31,-1.37%
2025-01-31,-9.76%
2025-02-28,-19.25%
2025-03-31,-17.94%
2025-04-30,1.28%
2025-05-31,-3.76%
2025-06-30,-12.24%
2025-07-31,23.52%
2025-08-31,5.63%
2025-09-30,-0.22%
