candle_begin_time,涨跌幅
2024-11-30,-6.88%
2024-12-31,8.76%
2025-01-31,-0.52%
2025-02-28,6.82%
2025-03-31,2.18%
2025-04-30,-7.28%
2025-05-31,-3.7%
2025-06-30,-1.89%
2025-07-31,1.63%
2025-08-31,3.98%
2025-09-30,0.38%
