,0
累积净值,1.9
年化收益,126.59%
最大回撤,-93.25%
最大回撤开始时间,2024-12-02 20:00:00
最大回撤结束时间,2025-02-03 01:00:00
年化收益/回撤比,1.36
盈利周期数,3304.0
亏损周期数,3583.0
胜率,47.97%
每周期平均收益,0.03%
盈亏收益比,1.15
单周期最大盈利,61.13%
单周期大亏损,-34.50%
最大连续盈利周期数,10.0
最大连续亏损周期数,11.0
收益率标准差,2.25%
