,0
累积净值,2.3
年化收益,188.92%
最大回撤,-64.81%
最大回撤开始时间,2024-12-02 13:00:00
最大回撤结束时间,2024-12-22 11:00:00
年化收益/回撤比,2.92
盈利周期数,3456.0
亏损周期数,3431.0
胜率,50.17%
每周期平均收益,0.03%
盈亏收益比,1.05
单周期最大盈利,30.14%
单周期大亏损,-46.08%
最大连续盈利周期数,11.0
最大连续亏损周期数,16.0
收益率标准差,2.08%
