candle_begin_time,涨跌幅
2024-11-30,4.76%
2024-12-31,-48.57%
2025-01-31,43.42%
2025-02-28,-34.52%
2025-03-31,39.82%
2025-04-30,85.4%
2025-05-31,47.86%
2025-06-30,36.07%
2025-07-31,-42.48%
2025-08-31,-9.49%
2025-09-30,67.65%
