,0
累积净值,0.76
年化收益,-29.23%
最大回撤,-68.30%
最大回撤开始时间,2024-12-13 17:00:00
最大回撤结束时间,2025-04-09 00:00:00
年化收益/回撤比,-0.43
盈利周期数,3535.0
亏损周期数,3352.0
胜率,51.32%
每周期平均收益,0.00%
盈亏收益比,0.95
单周期最大盈利,6.09%
单周期大亏损,-11.11%
最大连续盈利周期数,11.0
最大连续亏损周期数,14.0
收益率标准差,0.90%
