candle_begin_time,涨跌幅
2024-11-30,-22.77%
2024-12-31,-51.58%
2025-01-31,-61.13%
2025-02-28,8.59%
2025-03-31,-49.69%
2025-04-30,-61.69%
2025-05-31,27.57%
2025-06-30,41.83%
2025-07-31,-0.76%
2025-08-31,393.56%
2025-09-30,-9.95%
