,0
累积净值,1.15
年化收益,19.14%
最大回撤,-13.16%
最大回撤开始时间,2025-03-22 02:00:00
最大回撤结束时间,2025-06-29 22:00:00
年化收益/回撤比,1.45
盈利周期数,3464.0
亏损周期数,3423.0
胜率,50.29%
每周期平均收益,0.00%
盈亏收益比,1.02
单周期最大盈利,2.38%
单周期大亏损,-1.37%
最大连续盈利周期数,11.0
最大连续亏损周期数,11.0
收益率标准差,0.19%
