candle_begin_time,涨跌幅
2024-11-30,29.57%
2024-12-31,3.42%
2025-01-31,-14.46%
2025-02-28,-20.45%
2025-03-31,-21.17%
2025-04-30,8.14%
2025-05-31,-8.56%
2025-06-30,-10.48%
2025-07-31,22.44%
2025-08-31,5.9%
2025-09-30,0.01%
