candle_begin_time,涨跌幅
2025-01-31,2.2%
2025-02-28,-1.44%
2025-03-31,0.17%
2025-04-30,-0.49%
2025-05-31,-0.43%
2025-06-30,-4.65%
2025-07-31,12.24%
2025-08-31,1.37%
2025-09-30,0.38%
