candle_begin_time,涨跌幅
2025-01-31,0.0%
2025-02-28,3.82%
2025-03-31,-0.29%
2025-04-30,2.02%
2025-05-31,0.53%
2025-06-30,-0.73%
2025-07-31,7.75%
2025-08-31,3.78%
2025-09-30,0.47%
