candle_begin_time,涨跌幅
2021-03-31,72.71%
2021-06-30,18.73%
2021-09-30,12.11%
2021-12-31,1.21%
2022-03-31,25.45%
2022-06-30,39.37%
2022-09-30,17.68%
2022-12-31,21.76%
2023-03-31,13.31%
2023-06-30,13.24%
2023-09-30,7.62%
2023-12-31,2.85%
2024-03-31,4.35%
2024-06-30,12.8%
2024-09-30,15.35%
2024-12-31,17.88%
2025-03-31,20.38%
2025-06-30,-0.76%
2025-09-30,3.53%
