,0
累积净值,0.69
年化收益,-37.64%
最大回撤,-70.96%
最大回撤开始时间,2024-12-13 17:00:00
最大回撤结束时间,2025-06-22 21:00:00
年化收益/回撤比,-0.53
盈利周期数,3542.0
亏损周期数,3345.0
胜率,51.42%
每周期平均收益,-0.00%
盈亏收益比,0.94
单周期最大盈利,12.37%
单周期大亏损,-11.00%
最大连续盈利周期数,9.0
最大连续亏损周期数,9.0
收益率标准差,0.91%
