candle_begin_time,涨跌幅
2024-11-30,27.79%
2024-12-31,4.72%
2025-01-31,-9.28%
2025-02-28,-21.2%
2025-03-31,-20.36%
2025-04-30,-10.95%
2025-05-31,-7.19%
2025-06-30,-12.59%
2025-07-31,19.29%
2025-08-31,4.71%
2025-09-30,0.34%
