,0
累积净值,0.08
年化收益,-96.15%
最大回撤,-99.37%
最大回撤开始时间,2024-12-02 20:00:00
最大回撤结束时间,2025-07-09 16:00:00
年化收益/回撤比,-0.97
盈利周期数,3257.0
亏损周期数,3630.0
胜率,47.29%
每周期平均收益,-0.01%
盈亏收益比,1.11
单周期最大盈利,61.13%
单周期大亏损,-46.74%
最大连续盈利周期数,9.0
最大连续亏损周期数,13.0
收益率标准差,2.55%
