,0
累积净值,0.63
年化收益,-43.90%
最大回撤,-80.24%
最大回撤开始时间,2024-12-08 23:00:00
最大回撤结束时间,2025-04-16 17:00:00
年化收益/回撤比,-0.55
盈利周期数,3514.0
亏损周期数,3373.0
胜率,51.02%
每周期平均收益,-0.00%
盈亏收益比,0.96
单周期最大盈利,6.19%
单周期大亏损,-11.88%
最大连续盈利周期数,11.0
最大连续亏损周期数,13.0
收益率标准差,1.02%
