candle_begin_time,涨跌幅
2024-11-30,32.24%
2024-12-31,-4.81%
2025-01-31,-10.61%
2025-02-28,-19.8%
2025-03-31,-19.04%
2025-04-30,10.81%
2025-05-31,-8.3%
2025-06-30,-10.29%
2025-07-31,21.81%
2025-08-31,5.18%
2025-09-30,-0.33%
