,0
累积净值,0.86
年化收益,-17.18%
最大回撤,-65.64%
最大回撤开始时间,2024-12-13 23:00:00
最大回撤结束时间,2025-07-05 18:00:00
年化收益/回撤比,-0.26
盈利周期数,3548.0
亏损周期数,3339.0
胜率,51.51%
每周期平均收益,0.00%
盈亏收益比,0.95
单周期最大盈利,13.17%
单周期大亏损,-11.00%
最大连续盈利周期数,11.0
最大连续亏损周期数,14.0
收益率标准差,0.91%
