candle_begin_time,涨跌幅
2024-11-30,30.93%
2024-12-31,-0.25%
2025-01-31,-15.07%
2025-02-28,-18.56%
2025-03-31,-19.62%
2025-04-30,-9.83%
2025-05-31,-6.69%
2025-06-30,-13.48%
2025-07-31,22.23%
2025-08-31,5.66%
2025-09-30,0.32%
