candle_begin_time,涨跌幅
2024-11-30,30.96%
2024-12-31,-2.02%
2025-01-31,-11.36%
2025-02-28,-20.65%
2025-03-31,-21.05%
2025-04-30,11.28%
2025-05-31,-12.37%
2025-06-30,-10.97%
2025-07-31,18.55%
2025-08-31,7.25%
2025-09-30,-0.41%
