,0
累积净值,7.44
年化收益,1183.61%
最大回撤,-67.11%
最大回撤开始时间,2025-08-08 12:00:00
最大回撤结束时间,2025-08-31 18:00:00
年化收益/回撤比,17.64
盈利周期数,3442.0
亏损周期数,3445.0
胜率,49.97%
每周期平均收益,0.05%
盈亏收益比,1.08
单周期最大盈利,30.14%
单周期大亏损,-17.90%
最大连续盈利周期数,11.0
最大连续亏损周期数,12.0
收益率标准差,1.96%
