candle_begin_time,涨跌幅
2024-11-30,-6.08%
2024-12-31,13.54%
2025-01-31,1.92%
2025-02-28,10.47%
2025-03-31,-3.27%
2025-04-30,-1.71%
2025-05-31,-2.5%
2025-06-30,0.42%
2025-07-31,1.7%
2025-08-31,1.56%
2025-09-30,-0.27%
