,0
累积净值,0.75
年化收益,-30.33%
最大回撤,-69.42%
最大回撤开始时间,2024-12-08 22:00:00
最大回撤结束时间,2025-04-07 06:00:00
年化收益/回撤比,-0.44
盈利周期数,3548.0
亏损周期数,3339.0
胜率,51.51%
每周期平均收益,-0.00%
盈亏收益比,0.94
单周期最大盈利,6.43%
单周期大亏损,-10.84%
最大连续盈利周期数,10.0
最大连续亏损周期数,14.0
收益率标准差,0.88%
