,0
累积净值,0.97
年化收益,-3.26%
最大回撤,-62.54%
最大回撤开始时间,2024-12-13 17:00:00
最大回撤结束时间,2025-04-07 06:00:00
年化收益/回撤比,-0.05
盈利周期数,3562.0
亏损周期数,3325.0
胜率,51.71%
每周期平均收益,0.00%
盈亏收益比,0.94
单周期最大盈利,5.68%
单周期大亏损,-10.86%
最大连续盈利周期数,9.0
最大连续亏损周期数,10.0
收益率标准差,0.85%
