candle_begin_time,涨跌幅
2024-11-30,14.02%
2024-12-31,-83.92%
2025-01-31,-63.96%
2025-02-28,-4.71%
2025-03-31,-60.22%
2025-04-30,-46.19%
2025-05-31,-27.94%
2025-06-30,3.46%
2025-07-31,43.62%
2025-08-31,848.66%
2025-09-30,-14.95%
