candle_begin_time,涨跌幅
2024-11-30,28.82%
2024-12-31,-1.03%
2025-01-31,-11.3%
2025-02-28,-20.17%
2025-03-31,-17.23%
2025-04-30,1.28%
2025-05-31,-6.97%
2025-06-30,-10.64%
2025-07-31,18.55%
2025-08-31,6.14%
2025-09-30,-0.17%
