candle_begin_time,涨跌幅
2021-03-31,223.11%
2021-06-30,15.9%
2021-09-30,39.51%
2021-12-31,27.44%
2022-03-31,26.99%
2022-06-30,11.7%
2022-09-30,37.24%
2022-12-31,14.45%
2023-03-31,30.55%
2023-06-30,4.84%
2023-09-30,12.0%
2023-12-31,19.05%
2024-03-31,19.72%
2024-06-30,0.44%
2024-09-30,12.15%
2024-12-31,22.01%
2025-03-31,0.41%
2025-06-30,-5.95%
2025-09-30,13.73%
