candle_begin_time,涨跌幅
2024-11-30,-1.98%
2024-12-31,-7.23%
2025-01-31,4.73%
2025-02-28,4.34%
2025-03-31,4.13%
2025-04-30,10.34%
2025-05-31,4.64%
2025-06-30,2.14%
2025-07-31,0.7%
2025-08-31,4.0%
2025-09-30,-0.43%
