,0
累积净值,0.43
年化收益,-65.89%
最大回撤,-83.02%
最大回撤开始时间,2024-11-24 04:00:00
最大回撤结束时间,2025-02-09 00:00:00
年化收益/回撤比,-0.79
盈利周期数,3398.0
亏损周期数,3489.0
胜率,49.33%
每周期平均收益,0.01%
盈亏收益比,1.04
单周期最大盈利,30.75%
单周期大亏损,-12.81%
最大连续盈利周期数,10.0
最大连续亏损周期数,16.0
收益率标准差,2.20%
