,0
累积净值,1.09
年化收益,11.71%
最大回撤,-26.70%
最大回撤开始时间,2025-02-28 12:00:00
最大回撤结束时间,2025-07-24 16:00:00
年化收益/回撤比,0.44
盈利周期数,3403.0
亏损周期数,3484.0
胜率,49.40%
每周期平均收益,0.00%
盈亏收益比,1.04
单周期最大盈利,5.08%
单周期大亏损,-3.47%
最大连续盈利周期数,11.0
最大连续亏损周期数,11.0
收益率标准差,0.28%
