,0
累积净值,1.02
年化收益,2.78%
最大回撤,-16.93%
最大回撤开始时间,2025-03-09 15:00:00
最大回撤结束时间,2025-07-11 13:00:00
年化收益/回撤比,0.16
盈利周期数,3410.0
亏损周期数,3477.0
胜率,49.51%
每周期平均收益,0.00%
盈亏收益比,1.03
单周期最大盈利,10.59%
单周期大亏损,-2.99%
最大连续盈利周期数,12.0
最大连续亏损周期数,11.0
收益率标准差,0.26%
