candle_begin_time,涨跌幅
2024-11-30,28.62%
2024-12-31,3.88%
2025-01-31,-14.3%
2025-02-28,-21.47%
2025-03-31,-19.83%
2025-04-30,6.87%
2025-05-31,-11.08%
2025-06-30,-11.17%
2025-07-31,21.56%
2025-08-31,6.9%
2025-09-30,-0.11%
