,0
累积净值,0.79
年化收益,-25.93%
最大回撤,-66.73%
最大回撤开始时间,2024-12-08 22:00:00
最大回撤结束时间,2025-04-09 00:00:00
年化收益/回撤比,-0.39
盈利周期数,3568.0
亏损周期数,3319.0
胜率,51.80%
每周期平均收益,0.00%
盈亏收益比,0.93
单周期最大盈利,6.04%
单周期大亏损,-10.79%
最大连续盈利周期数,9.0
最大连续亏损周期数,14.0
收益率标准差,0.88%
