,0
累积净值,0.8
年化收益,-24.13%
最大回撤,-36.56%
最大回撤开始时间,2024-12-28 13:00:00
最大回撤结束时间,2025-07-06 10:00:00
年化收益/回撤比,-0.66
盈利周期数,3337.0
亏损周期数,3550.0
胜率,48.45%
每周期平均收益,-0.00%
盈亏收益比,1.03
单周期最大盈利,3.88%
单周期大亏损,-2.83%
最大连续盈利周期数,14.0
最大连续亏损周期数,12.0
收益率标准差,0.25%
