,0
累积净值,0.77
年化收益,-28.29%
最大回撤,-66.57%
最大回撤开始时间,2024-12-08 22:00:00
最大回撤结束时间,2025-04-16 17:00:00
年化收益/回撤比,-0.42
盈利周期数,3585.0
亏损周期数,3302.0
胜率,52.05%
每周期平均收益,-0.00%
盈亏收益比,0.92
单周期最大盈利,5.89%
单周期大亏损,-10.52%
最大连续盈利周期数,10.0
最大连续亏损周期数,14.0
收益率标准差,0.86%
