,0
累积净值,1.04
年化收益,5.33%
最大回撤,-33.72%
最大回撤开始时间,2025-02-16 13:00:00
最大回撤结束时间,2025-07-18 08:00:00
年化收益/回撤比,0.16
盈利周期数,3400.0
亏损周期数,3487.0
胜率,49.36%
每周期平均收益,0.00%
盈亏收益比,1.04
单周期最大盈利,11.21%
单周期大亏损,-6.55%
最大连续盈利周期数,11.0
最大连续亏损周期数,15.0
收益率标准差,0.35%
