candle_begin_time,涨跌幅
2024-11-30,26.11%
2024-12-31,-1.39%
2025-01-31,-10.22%
2025-02-28,-17.07%
2025-03-31,-17.87%
2025-04-30,3.47%
2025-05-31,-4.61%
2025-06-30,-10.93%
2025-07-31,23.65%
2025-08-31,5.44%
2025-09-30,0.06%
