,0
累积净值,0.87
年化收益,-15.99%
最大回撤,-64.12%
最大回撤开始时间,2024-12-08 23:00:00
最大回撤结束时间,2025-04-07 06:00:00
年化收益/回撤比,-0.25
盈利周期数,3580.0
亏损周期数,3307.0
胜率,51.97%
每周期平均收益,0.00%
盈亏收益比,0.93
单周期最大盈利,7.99%
单周期大亏损,-10.41%
最大连续盈利周期数,10.0
最大连续亏损周期数,9.0
收益率标准差,0.86%
