candle_begin_time,涨跌幅
2024-11-30,-27.27%
2024-12-31,53.84%
2025-01-31,-44.93%
2025-02-28,-3.28%
2025-03-31,73.77%
2025-04-30,-38.25%
2025-05-31,-4.21%
2025-06-30,56.76%
2025-07-31,80.92%
2025-08-31,101.18%
2025-09-30,5.8%
