,0
累积净值,3.7
年化收益,427.72%
最大回撤,-74.86%
最大回撤开始时间,2024-12-28 08:00:00
最大回撤结束时间,2025-06-17 00:00:00
年化收益/回撤比,5.71
盈利周期数,3475.0
亏损周期数,3412.0
胜率,50.45%
每周期平均收益,0.04%
盈亏收益比,1.04
单周期最大盈利,30.75%
单周期大亏损,-17.82%
最大连续盈利周期数,13.0
最大连续亏损周期数,10.0
收益率标准差,2.16%
