,0
累积净值,1.15
年化收益,19.60%
最大回撤,-21.67%
最大回撤开始时间,2025-02-19 04:00:00
最大回撤结束时间,2025-04-14 23:00:00
年化收益/回撤比,0.9
盈利周期数,3423.0
亏损周期数,3464.0
胜率,49.70%
每周期平均收益,0.00%
盈亏收益比,1.04
单周期最大盈利,4.90%
单周期大亏损,-4.94%
最大连续盈利周期数,13.0
最大连续亏损周期数,15.0
收益率标准差,0.27%
