candle_begin_time,涨跌幅
2024-11-30,-6.71%
2024-12-31,4.2%
2025-01-31,3.13%
2025-02-28,9.76%
2025-03-31,-4.84%
2025-04-30,-4.69%
2025-05-31,-9.65%
2025-06-30,3.94%
2025-07-31,5.01%
2025-08-31,7.63%
2025-09-30,0.04%
