,0
累积净值,1.06
年化收益,7.65%
最大回撤,-21.80%
最大回撤开始时间,2025-02-12 17:00:00
最大回撤结束时间,2025-05-29 02:00:00
年化收益/回撤比,0.35
盈利周期数,3489.0
亏损周期数,3398.0
胜率,50.65%
每周期平均收益,0.00%
盈亏收益比,0.99
单周期最大盈利,2.58%
单周期大亏损,-1.61%
最大连续盈利周期数,13.0
最大连续亏损周期数,12.0
收益率标准差,0.20%
