,0
累积净值,0.86
年化收益,-17.96%
最大回撤,-65.25%
最大回撤开始时间,2024-12-15 14:00:00
最大回撤结束时间,2025-04-16 17:00:00
年化收益/回撤比,-0.28
盈利周期数,3559.0
亏损周期数,3328.0
胜率,51.67%
每周期平均收益,0.00%
盈亏收益比,0.94
单周期最大盈利,14.08%
单周期大亏损,-10.69%
最大连续盈利周期数,10.0
最大连续亏损周期数,10.0
收益率标准差,0.90%
