,0
累积净值,0.64
年化收益,-42.93%
最大回撤,-72.74%
最大回撤开始时间,2024-12-13 23:00:00
最大回撤结束时间,2025-06-22 21:00:00
年化收益/回撤比,-0.59
盈利周期数,3544.0
亏损周期数,3343.0
胜率,51.45%
每周期平均收益,-0.00%
盈亏收益比,0.94
单周期最大盈利,6.52%
单周期大亏损,-11.01%
最大连续盈利周期数,10.0
最大连续亏损周期数,9.0
收益率标准差,0.90%
