candle_begin_time,涨跌幅
2024-11-30,27.96%
2024-12-31,6.08%
2025-01-31,-15.72%
2025-02-28,-21.34%
2025-03-31,-18.33%
2025-04-30,-12.17%
2025-05-31,-8.78%
2025-06-30,-11.93%
2025-07-31,18.07%
2025-08-31,4.55%
2025-09-30,0.5%
