candle_begin_time,涨跌幅
2024-11-30,-1.38%
2024-12-31,-3.87%
2025-01-31,-8.77%
2025-02-28,18.23%
2025-03-31,-0.04%
2025-04-30,-0.52%
2025-05-31,-0.84%
2025-06-30,4.71%
2025-07-31,7.66%
2025-08-31,34.8%
2025-09-30,2.48%
