candle_begin_time,涨跌幅
2024-11-30,28.69%
2024-12-31,4.25%
2025-01-31,-11.73%
2025-02-28,-23.97%
2025-03-31,-19.41%
2025-04-30,11.64%
2025-05-31,-12.25%
2025-06-30,-11.55%
2025-07-31,20.92%
2025-08-31,6.15%
2025-09-30,-0.3%
