,0
累积净值,1.3
年化收益,40.21%
最大回撤,-12.11%
最大回撤开始时间,2025-02-25 09:00:00
最大回撤结束时间,2025-04-04 17:00:00
年化收益/回撤比,3.32
盈利周期数,3517.0
亏损周期数,3370.0
胜率,51.06%
每周期平均收益,0.00%
盈亏收益比,1.02
单周期最大盈利,2.27%
单周期大亏损,-1.39%
最大连续盈利周期数,13.0
最大连续亏损周期数,11.0
收益率标准差,0.19%
