candle_begin_time,涨跌幅
2024-11-30,0.71%
2024-12-31,-54.71%
2025-01-31,-53.98%
2025-02-28,172.2%
2025-03-31,-46.89%
2025-04-30,1.45%
2025-05-31,30.29%
2025-06-30,17.46%
2025-07-31,119.36%
2025-08-31,264.66%
2025-09-30,-1.86%
