,0
累积净值,0.7
年化收益,-36.13%
最大回撤,-68.78%
最大回撤开始时间,2024-12-13 17:00:00
最大回撤结束时间,2025-06-22 21:00:00
年化收益/回撤比,-0.53
盈利周期数,3572.0
亏损周期数,3315.0
胜率,51.86%
每周期平均收益,-0.00%
盈亏收益比,0.92
单周期最大盈利,8.90%
单周期大亏损,-10.69%
最大连续盈利周期数,10.0
最大连续亏损周期数,9.0
收益率标准差,0.85%
