,0
累积净值,0.57
年化收益,-51.36%
最大回撤,-96.91%
最大回撤开始时间,2024-11-23 15:00:00
最大回撤结束时间,2025-05-05 12:00:00
年化收益/回撤比,-0.53
盈利周期数,3263.0
亏损周期数,3624.0
胜率,47.37%
每周期平均收益,0.03%
盈亏收益比,1.16
单周期最大盈利,61.19%
单周期大亏损,-40.93%
最大连续盈利周期数,9.0
最大连续亏损周期数,13.0
收益率标准差,2.93%
