candle_begin_time,涨跌幅
2024-11-30,29.91%
2024-12-31,-6.3%
2025-01-31,-11.59%
2025-02-28,-20.7%
2025-03-31,-17.6%
2025-04-30,4.44%
2025-05-31,-7.35%
2025-06-30,-10.2%
2025-07-31,18.76%
2025-08-31,5.98%
2025-09-30,-0.16%
