candle_begin_time,涨跌幅
2024-11-30,29.74%
2024-12-31,15.57%
2025-01-31,-14.13%
2025-02-28,-16.86%
2025-03-31,-16.2%
2025-04-30,-7.18%
2025-05-31,-10.08%
2025-06-30,-10.84%
2025-07-31,23.91%
2025-08-31,8.14%
2025-09-30,0.21%
