,0
累积净值,0.9
年化收益,-12.99%
最大回撤,-66.20%
最大回撤开始时间,2024-12-13 23:00:00
最大回撤结束时间,2025-07-05 18:00:00
年化收益/回撤比,-0.2
盈利周期数,3580.0
亏损周期数,3307.0
胜率,51.97%
每周期平均收益,0.00%
盈亏收益比,0.93
单周期最大盈利,5.87%
单周期大亏损,-10.54%
最大连续盈利周期数,10.0
最大连续亏损周期数,9.0
收益率标准差,0.89%
