candle_begin_time,涨跌幅
2025-01-31,-17.84%
2025-02-28,-17.65%
2025-03-31,-16.02%
2025-04-30,-3.28%
2025-05-31,-4.96%
2025-06-30,-11.6%
2025-07-31,24.6%
2025-08-31,5.45%
2025-09-30,-0.1%
