candle_begin_time,涨跌幅
2024-11-30,31.71%
2024-12-31,-7.61%
2025-01-31,-11.77%
2025-02-28,-21.49%
2025-03-31,-17.28%
2025-04-30,5.48%
2025-05-31,-6.76%
2025-06-30,-9.4%
2025-07-31,21.64%
2025-08-31,5.26%
2025-09-30,-0.25%
